"genus" "family" "order"
"Acacia_notabilis" "Acacia" "Fabaceae" "Fabales"
"Acacia_obliquinervia" "Acacia" "Fabaceae" "Fabales"
"Acacia_obtusata" "Acacia" "Fabaceae" "Fabales"
"Acacia_obtusifolia" "Acacia" "Fabaceae" "Fabales"
"Acacia_occidentalis" "Acacia" "Fabaceae" "Fabales"
"Acacia_olgana" "Acacia" "Fabaceae" "Fabales"
"Acacia_olsenii" "Acacia" "Fabaceae" "Fabales"
"Acacia_omalophylla" "Acacia" "Fabaceae" "Fabales"
"Acacia_ophiolithica" "Acacia" "Fabaceae" "Fabales"
"Acacia_oraria" "Acacia" "Fabaceae" "Fabales"
"Acacia_orites" "Acacia" "Fabaceae" "Fabales"
"Acacia_oshanesii" "Acacia" "Fabaceae" "Fabales"
"Acacia_oswaldii" "Acacia" "Fabaceae" "Fabales"
"Acacia_oxycedrus" "Acacia" "Fabaceae" "Fabales"
"Acacia_pachycarpa" "Acacia" "Fabaceae" "Fabales"
"Acacia_papulosa" "Acacia" "Fabaceae" "Fabales"
"Acacia_papyrocarpa" "Acacia" "Fabaceae" "Fabales"
"Acacia_paradoxa" "Acacia" "Fabaceae" "Fabales"
"Acacia_parramattensis" "Acacia" "Fabaceae" "Fabales"
"Acacia_parvipinnula" "Acacia" "Fabaceae" "Fabales"
"Acacia_pellita" "Acacia" "Fabaceae" "Fabales"
"Acacia_pendula" "Acacia" "Fabaceae" "Fabales"
"Acacia_pennata" "Acacia" "Fabaceae" "Fabales"
"Acacia_pennatula" "Acacia" "Fabaceae" "Fabales"
"Acacia_penninervis" "Acacia" "Fabaceae" "Fabales"
"Acacia_perangusta" "Acacia" "Fabaceae" "Fabales"
"Acacia_pervillei" "Acacia" "Fabaceae" "Fabales"
"Acacia_peuce" "Acacia" "Fabaceae" "Fabales"
"Acacia_phaeocalyx" "Acacia" "Fabaceae" "Fabales"
"Acacia_phasmoides" "Acacia" "Fabaceae" "Fabales"
"Acacia_phlebocarpa" "Acacia" "Fabaceae" "Fabales"
"Acacia_piligera" "Acacia" "Fabaceae" "Fabales"
"Acacia_pilligaensis" "Acacia" "Fabaceae" "Fabales"
"Acacia_pinguiculosa" "Acacia" "Fabaceae" "Fabales"
"Acacia_pinguifolia" "Acacia" "Fabaceae" "Fabales"
"Acacia_platycarpa" "Acacia" "Fabaceae" "Fabales"
"Acacia_plectocarpa" "Acacia" "Fabaceae" "Fabales"
"Acacia_plicata" "Acacia" "Fabaceae" "Fabales"
"Acacia_podalyriifolia" "Acacia" "Fabaceae" "Fabales"
"Acacia_polyacantha" "Acacia" "Fabaceae" "Fabales"
"Acacia_polybotrya" "Acacia" "Fabaceae" "Fabales"
"Acacia_polystachya" "Acacia" "Fabaceae" "Fabales"
"Acacia_praecox" "Acacia" "Fabaceae" "Fabales"
"Acacia_prainii" "Acacia" "Fabaceae" "Fabales"
"Acacia_pravifolia" "Acacia" "Fabaceae" "Fabales"
"Acacia_pravissima" "Acacia" "Fabaceae" "Fabales"
"Acacia_pringlei" "Acacia" "Fabaceae" "Fabales"
"Acacia_prominens" "Acacia" "Fabaceae" "Fabales"
"Acacia_pruinocarpa" "Acacia" "Fabaceae" "Fabales"
"Acacia_pruinosa" "Acacia" "Fabaceae" "Fabales"
"Acacia_ptychoclada" "Acacia" "Fabaceae" "Fabales"
"Acacia_pubescens" "Acacia" "Fabaceae" "Fabales"
"Acacia_pubifolia" "Acacia" "Fabaceae" "Fabales"
"Acacia_pulchella" "Acacia" "Fabaceae" "Fabales"
"Acacia_pusilla" "Acacia" "Fabaceae" "Fabales"
"Acacia_pustula" "Acacia" "Fabaceae" "Fabales"
"Acacia_pycnantha" "Acacia" "Fabaceae" "Fabales"
"Acacia_pycnostachya" "Acacia" "Fabaceae" "Fabales"
"Acacia_pyrifolia" "Acacia" "Fabaceae" "Fabales"
"Acacia_quadrilateralis" "Acacia" "Fabaceae" "Fabales"
"Acacia_quadrimarginea" "Acacia" "Fabaceae" "Fabales"
"Acacia_quornensis" "Acacia" "Fabaceae" "Fabales"
"Acacia_racospermoides" "Acacia" "Fabaceae" "Fabales"
"Acacia_ramulosa" "Acacia" "Fabaceae" "Fabales"
"Acacia_repanda" "Acacia" "Fabaceae" "Fabales"
"Acacia_resinimarginea" "Acacia" "Fabaceae" "Fabales"
"Acacia_retinodes" "Acacia" "Fabaceae" "Fabales"
"Acacia_retivenea" "Acacia" "Fabaceae" "Fabales"
"Acacia_rhetinocarpa" "Acacia" "Fabaceae" "Fabales"
"Acacia_rhigiophylla" "Acacia" "Fabaceae" "Fabales"
"Acacia_rhodophloia" "Acacia" "Fabaceae" "Fabales"
"Acacia_rhodoxylon" "Acacia" "Fabaceae" "Fabales"
"Acacia_riceana" "Acacia" "Fabaceae" "Fabales"
"Acacia_richii" "Acacia" "Fabaceae" "Fabales"
"Acacia_rigens" "Acacia" "Fabaceae" "Fabales"
"Acacia_riparia" "Acacia" "Fabaceae" "Fabales"
"Acacia_robusta" "Acacia" "Fabaceae" "Fabales"
"Acacia_roemeriana" "Acacia" "Fabaceae" "Fabales"
"Acacia_rossei" "Acacia" "Fabaceae" "Fabales"
"Acacia_rostellifera" "Acacia" "Fabaceae" "Fabales"
"Acacia_rothii" "Acacia" "Fabaceae" "Fabales"
"Acacia_rubida" "Acacia" "Fabaceae" "Fabales"
"Acacia_rugata" "Acacia" "Fabaceae" "Fabales"
"Acacia_rupicola" "Acacia" "Fabaceae" "Fabales"
"Acacia_ruppii" "Acacia" "Fabaceae" "Fabales"
"Acacia_sakalava" "Acacia" "Fabaceae" "Fabales"
"Acacia_saliciformis" "Acacia" "Fabaceae" "Fabales"
"Acacia_salicina" "Acacia" "Fabaceae" "Fabales"
"Acacia_saligna" "Acacia" "Fabaceae" "Fabales"
"Acacia_schaffneri" "Acacia" "Fabaceae" "Fabales"
"Acacia_schinoides" "Acacia" "Fabaceae" "Fabales"
"Acacia_sclerophylla" "Acacia" "Fabaceae" "Fabales"
"Acacia_sclerosperma" "Acacia" "Fabaceae" "Fabales"
"Acacia_sekhukhuniensis" "Acacia" "Fabaceae" "Fabales"
"Acacia_semirigida" "Acacia" "Fabaceae" "Fabales"
"Acacia_senegal" "Acacia" "Fabaceae" "Fabales"
"Acacia_senegalensis" "Acacia" "Fabaceae" "Fabales"
"Acacia_serpentinicola" "Acacia" "Fabaceae" "Fabales"
"Acacia_sertiformis" "Acacia" "Fabaceae" "Fabales"
"Acacia_seyal" "Acacia" "Fabaceae" "Fabales"
"Acacia_shirleyi" "Acacia" "Fabaceae" "Fabales"
"Acacia_sibilans" "Acacia" "Fabaceae" "Fabales"
"Acacia_siculiformis" "Acacia" "Fabaceae" "Fabales"
"Acacia_sieberiana" "Acacia" "Fabaceae" "Fabales"
"Acacia_silvestris" "Acacia" "Fabaceae" "Fabales"
"Acacia_simsii" "Acacia" "Fabaceae" "Fabales"
"Acacia_spathulifolia" "Acacia" "Fabaceae" "Fabales"
"Acacia_spectabilis" "Acacia" "Fabaceae" "Fabales"
"Acacia_spilleriana" "Acacia" "Fabaceae" "Fabales"
"Acacia_spinescens" "Acacia" "Fabaceae" "Fabales"
"Acacia_splendens" "Acacia" "Fabaceae" "Fabales"
"Acacia_spondylophylla" "Acacia" "Fabaceae" "Fabales"
"Acacia_sporadica" "Acacia" "Fabaceae" "Fabales"
"Acacia_squamata" "Acacia" "Fabaceae" "Fabales"
"Acacia_startii" "Acacia" "Fabaceae" "Fabales"
"Acacia_steedmanii" "Acacia" "Fabaceae" "Fabales"
"Acacia_stenophylla" "Acacia" "Fabaceae" "Fabales"
"Acacia_stipuligera" "Acacia" "Fabaceae" "Fabales"
"Acacia_stricta" "Acacia" "Fabaceae" "Fabales"
"Acacia_strongylophylla" "Acacia" "Fabaceae" "Fabales"
"Acacia_suaveolens" "Acacia" "Fabaceae" "Fabales"
"Acacia_subangulata" "Acacia" "Fabaceae" "Fabales"
"Acacia_subcaerulea" "Acacia" "Fabaceae" "Fabales"
"Acacia_subporosa" "Acacia" "Fabaceae" "Fabales"
"Acacia_subracemosa" "Acacia" "Fabaceae" "Fabales"
"Acacia_subtessarogona" "Acacia" "Fabaceae" "Fabales"
"Acacia_subulata" "Acacia" "Fabaceae" "Fabales"
"Acacia_telmica" "Acacia" "Fabaceae" "Fabales"
"Acacia_tenuifolia" "Acacia" "Fabaceae" "Fabales"
"Acacia_tenuissima" "Acacia" "Fabaceae" "Fabales"
"Acacia_terminalis" "Acacia" "Fabaceae" "Fabales"
"Acacia_tetragonophylla" "Acacia" "Fabaceae" "Fabales"
"Acacia_tindaleae" "Acacia" "Fabaceae" "Fabales"
"Acacia_tortilis" "Acacia" "Fabaceae" "Fabales"
"Acacia_torulosa" "Acacia" "Fabaceae" "Fabales"
"Acacia_trachycarpa" "Acacia" "Fabaceae" "Fabales"
"Acacia_trachyphloia" "Acacia" "Fabaceae" "Fabales"
"Acacia_tratmaniana" "Acacia" "Fabaceae" "Fabales"
"Acacia_trinervata" "Acacia" "Fabaceae" "Fabales"
"Acacia_trineura" "Acacia" "Fabaceae" "Fabales"
"Acacia_triptera" "Acacia" "Fabaceae" "Fabales"
"Acacia_triquetra" "Acacia" "Fabaceae" "Fabales"
"Acacia_tropica" "Acacia" "Fabaceae" "Fabales"
"Acacia_truncata" "Acacia" "Fabaceae" "Fabales"
"Acacia_tumida" "Acacia" "Fabaceae" "Fabales"
"Acacia_ulicifolia" "Acacia" "Fabaceae" "Fabales"
"Acacia_umbellata" "Acacia" "Fabaceae" "Fabales"
"Acacia_uncinata" "Acacia" "Fabaceae" "Fabales"
"Acacia_undosa" "Acacia" "Fabaceae" "Fabales"
"Acacia_venulosa" "Acacia" "Fabaceae" "Fabales"
"Acacia_verniciflua" "Acacia" "Fabaceae" "Fabales"
"Acacia_veronica" "Acacia" "Fabaceae" "Fabales"
"Acacia_verticillata" "Acacia" "Fabaceae" "Fabales"
"Acacia_vestita" "Acacia" "Fabaceae" "Fabales"
"Acacia_victoriae" "Acacia" "Fabaceae" "Fabales"
"Acacia_viscidula" "Acacia" "Fabaceae" "Fabales"
"Acacia_vittata" "Acacia" "Fabaceae" "Fabales"
"Acacia_wattsiana" "Acacia" "Fabaceae" "Fabales"
"Acacia_whibleyana" "Acacia" "Fabaceae" "Fabales"
"Acacia_wilhelmiana" "Acacia" "Fabaceae" "Fabales"
"Acacia_wrightii" "Acacia" "Fabaceae" "Fabales"
"Acacia_xiphophylla" "Acacia" "Fabaceae" "Fabales"
"Acaciella_glauca" "Acaciella" "Fabaceae" "Fabales"
"Acaena_alpina" "Acaena" "Rosaceae" "Rosales"
"Acaena_anserinifolia" "Acaena" "Rosaceae" "Rosales"
"Acaena_antarctica" "Acaena" "Rosaceae" "Rosales"
"Acaena_argentea" "Acaena" "Rosaceae" "Rosales"
"Acaena_echinata" "Acaena" "Rosaceae" "Rosales"
"Acaena_fissistipula" "Acaena" "Rosaceae" "Rosales"
"Acaena_lucida" "Acaena" "Rosaceae" "Rosales"
"Acaena_magellanica" "Acaena" "Rosaceae" "Rosales"
"Acaena_novae-zelandiae" "Acaena" "Rosaceae" "Rosales"
"Acaena_ovalifolia" "Acaena" "Rosaceae" "Rosales"
"Acaena_pallida" "Acaena" "Rosaceae" "Rosales"
"Acaena_pinnatifida" "Acaena" "Rosaceae" "Rosales"
"Acaena_splendens" "Acaena" "Rosaceae" "Rosales"
"Acaena_tenera" "Acaena" "Rosaceae" "Rosales"
"Acalypha_australis" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acalypha_bipartita" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acalypha_californica" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acalypha_caturus" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acalypha_ciliata" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acalypha_communis" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acalypha_cuneata" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acalypha_diversifolia" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acalypha_fruticosa" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acalypha_glabrata" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acalypha_havanensis" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acalypha_indica" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acalypha_lanceolata" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acalypha_macrostachya" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acalypha_mapirensis" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acalypha_monococca" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acalypha_ornata" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acalypha_ostryifolia" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acalypha_peduncularis" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acalypha_phleoides" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acalypha_pubiflora" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acalypha_skutchii" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acalypha_virginica" "Acalypha" "Euphorbiaceae" "Malpighiales"
"Acamptopappus_shockleyi" "Acamptopappus" "Asteraceae" "Asterales"
"Acamptopappus_sphaerocephalus" "Acamptopappus" "Asteraceae" "Asterales"
"Acanthephippium_sylhetense" "Acanthephippium" "Orchidaceae" "Asparagales"
"Acanthocarpus_preissii" "Acanthocarpus" "Asparagaceae" "Asparagales"
"Acanthocladus_scleroxylon" "Acanthocladus" "Polygalaceae" "Fabales"
"Acantholimon_diapensioides" "Acantholimon." "" NA
"Acantholimon_pterostegium" "Acantholimon" "Plumbaginaceae" "Caryophyllales"
"Acantholimon." "Acantholimon" "Plumbaginaceae" "Caryophyllales"
"Acantholippia_seriphioides" "Acantholippia" "Verbenaceae" "Lamiales"
"Acantholippia_trifida" "Acantholippia" "Verbenaceae" "Lamiales"
"Acanthophyllum_glandulosum" "Acanthophyllum" "Caryophyllaceae" "Caryophyllales"
"Acanthophyllum_mucronatum" "Acanthophyllum" "Caryophyllaceae" "Caryophyllales"
"Acanthophyllum_pungens" "Acanthophyllum" "Caryophyllaceae" "Caryophyllales"
"Acanthoprasium_frutescens" "Acanthoprasium" "Lamiaceae" "Lamiales"
"Acanthoprasium_integrifolium" "Acanthoprasium" "Lamiaceae" "Lamiales"
"Acanthopsis_disperma" "Acanthopsis" "Acanthaceae" "Lamiales"
"Acanthorrhinum_ramosissimum" "Acanthorrhinum" "Plantaginaceae" "Lamiales"
"Acanthosicyos_horridus" "Acanthosicyos" "Cucurbitaceae" "Cucurbitales"
"Acanthosicyos_naudinianus" "Acanthosicyos" "Cucurbitaceae" "Cucurbitales"
"Acanthospermum_australe" "Acanthospermum" "Asteraceae" "Asterales"
"Acanthospermum_hispidum" "Acanthospermum" "Asteraceae" "Asterales"
"Acanthostyles_buniifolius" "Acanthostyles" "Asteraceae" "Asterales"
"Acanthosyris_annonagustata" "Acanthosyris" "Santalaceae" "Santalales"
"Acanthosyris_falcata" "Acanthosyris" "Santalaceae" "Santalales"
"Acanthosyris_glabrata" "Acanthosyris" "Santalaceae" "Santalales"
"Acanthus_hirsutus" "Acanthus" "Acanthaceae" "Lamiales"
"Acanthus_leucostachyus" "Acanthus" "Acanthaceae" "Lamiales"
"Acanthus_mollis" "Acanthus" "Acanthaceae" "Lamiales"
"Acanthus_pubescens" "Acanthus" "Acanthaceae" "Lamiales"
"Acaulimalva_purdiaei" "Acaulimalva" "Malvaceae" "Malvales"
"Acca_sellowiana" "Acca" "Myrtaceae" "Myrtales"
"Acer_acuminatum" "Acer" "Sapindaceae" "Sapindales"
"Acer_amplum" "Acer" "Sapindaceae" "Sapindales"
"Acer_argutum" "Acer" "Sapindaceae" "Sapindales"
"Acer_barbinerve" "Acer" "Sapindaceae" "Sapindales"
"Acer_buergerianum" "Acer" "Sapindaceae" "Sapindales"
"Acer_caesium" "Acer" "Sapindaceae" "Sapindales"
"Acer_campbellii" "Acer" "Sapindaceae" "Sapindales"
"Acer_campestre" "Acer" "Sapindaceae" "Sapindales"
"Acer_capillipes" "Acer" "Sapindaceae" "Sapindales"
"Acer_cappadocicum" "Acer" "Sapindaceae" "Sapindales"
"Acer_carpinifolium" "Acer" "Sapindaceae" "Sapindales"
"Acer_caudatifolium" "Acer" "Sapindaceae" "Sapindales"
"Acer_caudatum" "Acer" "Sapindaceae" "Sapindales"
"Acer_circinatum" "Acer" "Sapindaceae" "Sapindales"
"Acer_cissifolium" "Acer" "Sapindaceae" "Sapindales"
"Acer_cordatum" "Acer" "Sapindaceae" "Sapindales"
"Acer_coriaceifolium" "Acer" "Sapindaceae" "Sapindales"
"Acer_coriaceum" "Acer" "Sapindaceae" "Sapindales"
"Acer_crataegifolium" "Acer" "Sapindaceae" "Sapindales"
"Acer_davidii" "Acer" "Sapindaceae" "Sapindales"
"Acer_diabolicum" "Acer" "Sapindaceae" "Sapindales"
"Acer_distylum" "Acer" "Sapindaceae" "Sapindales"
"Acer_erianthum" "Acer" "Sapindaceae" "Sapindales"
"Acer_fabri" "Acer" "Sapindaceae" "Sapindales"
"Acer_garrettii" "Acer" "Sapindaceae" "Sapindales"
"Acer_glabrum" "Acer" "Sapindaceae" "Sapindales"
"Acer_granatense" "Acer" "Sapindaceae" "Sapindales"
"Acer_griseum" "Acer" "Sapindaceae" "Sapindales"
"Acer_heldreichii" "Acer" "Sapindaceae" "Sapindales"
"Acer_henryi" "Acer" "Sapindaceae" "Sapindales"
"Acer_hyrcanum" "Acer" "Sapindaceae" "Sapindales"
"Acer_japonicum" "Acer" "Sapindaceae" "Sapindales"
"Acer_laevigatum" "Acer" "Sapindaceae" "Sapindales"
"Acer_laurinum" "Acer" "Sapindaceae" "Sapindales"
"Acer_macrophyllum" "Acer" "Sapindaceae" "Sapindales"
"Acer_mandshuricum" "Acer" "Sapindaceae" "Sapindales"
"Acer_maximowiczianum" "Acer" "Sapindaceae" "Sapindales"
"Acer_micranthum" "Acer" "Sapindaceae" "Sapindales"
"Acer_miyabei" "Acer" "Sapindaceae" "Sapindales"
"Acer_monspessulanum" "Acer" "Sapindaceae" "Sapindales"
"Acer_negundo" "Acer" "Sapindaceae" "Sapindales"
"Acer_oblongum" "Acer" "Sapindaceae" "Sapindales"
"Acer_obtusifolium" "Acer" "Sapindaceae" "Sapindales"
"Acer_oliverianum" "Acer" "Sapindaceae" "Sapindales"
"Acer_opalus" "Acer" "Sapindaceae" "Sapindales"
"Acer_opalus_subsp._obtusatum" "Acer" "Sapindaceae" "Sapindales"
"Acer_palmatum" "Acer" "Sapindaceae" "Sapindales"
"Acer_pectinatum" "Acer" "Sapindaceae" "Sapindales"
"Acer_pensylvanicum" "Acer" "Sapindaceae" "Sapindales"
"Acer_pictum" "Acer" "Sapindaceae" "Sapindales"
"Acer_pilosum" "Acer" "Sapindaceae" "Sapindales"
"Acer_platanoides" "Acer" "Sapindaceae" "Sapindales"
"Acer_pseudoplatanus" "Acer" "Sapindaceae" "Sapindales"
"Acer_pseudosieboldianum" "Acer" "Sapindaceae" "Sapindales"
"Acer_pubipalmatum" "Acer" "Sapindaceae" "Sapindales"
"Acer_pycnanthum" "Acer" "Sapindaceae" "Sapindales"
"Acer_rubrum" "Acer" "Sapindaceae" "Sapindales"
"Acer_rufinerve" "Acer" "Sapindaceae" "Sapindales"
"Acer_saccharinum" "Acer" "Sapindaceae" "Sapindales"
"Acer_saccharum" "Acer" "Sapindaceae" "Sapindales"
"Acer_sempervirens" "Acer" "Sapindaceae" "Sapindales"
"Acer_sieboldianum" "Acer" "Sapindaceae" "Sapindales"
"Acer_spicatum" "Acer" "Sapindaceae" "Sapindales"
"Acer_sterculiaceum" "Acer" "Sapindaceae" "Sapindales"
"Acer_tataricum" "Acer" "Sapindaceae" "Sapindales"
"Acer_tataricum_subsp._ginnala" "Acer" "Sapindaceae" "Sapindales"
"Acer_tegmentosum" "Acer" "Sapindaceae" "Sapindales"
"Acer_triflorum" "Acer" "Sapindaceae" "Sapindales"
"Acer_truncatum" "Acer" "Sapindaceae" "Sapindales"
"Acer_tschonoskii" "Acer" "Sapindaceae" "Sapindales"
"Acer_velutinum" "Acer" "Sapindaceae" "Sapindales"
"Acer_zoeschense" "Acer" "Sapindaceae" "Sapindales"
"Aceratium_concinnum" "Aceratium" "Elaeocarpaceae" "Oxalidales"
"Aceratium_doggrellii" "Aceratium" "Elaeocarpaceae" "Oxalidales"
"Aceratium_megalospermum" "Aceratium" "Elaeocarpaceae" "Oxalidales"
"Aceratium_sericeum" "Aceratium" "Elaeocarpaceae" "Oxalidales"
"Aceratium_sericoleopsis" "Aceratium" "Elaeocarpaceae" "Oxalidales"
"Achatocarpus_praecox" "Achatocarpus" "Achatocarpaceae" "Caryophyllales"
"Achillea_aegyptiaca" "Achillea" "Asteraceae" "Asterales"
"Achillea_ageratifolia" "Achillea" "Asteraceae" "Asterales"
"Achillea_ageratum" "Achillea" "Asteraceae" "Asterales"
"Achillea_alpina" "Achillea" "Asteraceae" "Asterales"
"Achillea_arabica" "Achillea" "Asteraceae" "Asterales"
"Achillea_aspleniifolia" "Achillea" "Asteraceae" "Asterales"
"Achillea_atrata" "Achillea" "Asteraceae" "Asterales"
"Achillea_biserrata" "Achillea" "Asteraceae" "Asterales"
"Achillea_chamaemelifolia" "Achillea" "Asteraceae" "Asterales"
"Achillea_clavennae" "Achillea" "Asteraceae" "Asterales"
"Achillea_clypeolata" "Achillea" "Asteraceae" "Asterales"
"Achillea_collina" "Achillea" "Asteraceae" "Asterales"
"Achillea_erba-rotta" "Achillea" "Asteraceae" "Asterales"
"Achillea_falcata" "Achillea" "Asteraceae" "Asterales"
"Achillea_filipendulina" "Achillea" "Asteraceae" "Asterales"
"Achillea_fragrantissima" "Achillea" "Asteraceae" "Asterales"
"Achillea_leptophylla" "Achillea" "Asteraceae" "Asterales"
"Achillea_ligustica" "Achillea" "Asteraceae" "Asterales"
"Achillea_maritima" "Achillea" "Asteraceae" "Asterales"
"Achillea_millefolium" "Achillea" "Asteraceae" "Asterales"
"Achillea_nobilis" "Achillea" "Asteraceae" "Asterales"
"Achillea_oxyloba" "Achillea" "Asteraceae" "Asterales"
"Achillea_ptarmica" "Achillea" "Asteraceae" "Asterales"
"Achillea_ptarmicoides" "Achillea" "Asteraceae" "Asterales"
"Achillea_roseo-alba" "Achillea" "Asteraceae" "Asterales"
"Achillea_santolinoides" "Achillea" "Asteraceae" "Asterales"
"Achillea_seidlii" "Achillea" "Asteraceae" "Asterales"
"Achillea_tenuifolia" "Achillea" "Asteraceae" "Asterales"
"Achillea_tomentosa" "Achillea" "Asteraceae" "Asterales"
"Achillea_virescens" "Achillea" "Asteraceae" "Asterales"
"Achlys_triphylla" "Achlys" "Berberidaceae" "Ranunculales"
"Achnophora_tatei" "Achnophora" "Asteraceae" "Asterales"
"Achyrachaena_mollis" "Achyrachaena" "Asteraceae" "Asterales"
"Achyranthes_aspera" "Achyranthes" "Amaranthaceae" "Caryophyllales"
"Achyranthes_bidentata" "Achyranthes" "Amaranthaceae" "Caryophyllales"
"Achyrocline_satureioides" "Achyrocline" "Asteraceae" "Asterales"
"Achyrospermum_cryptanthum" "Achyrospermum" "Lamiaceae" "Lamiales"
"Achyrospermum_laterale" "Achyrospermum" "Lamiaceae" "Lamiales"
"Achyrospermum_schimperi" "Achyrospermum" "Lamiaceae" "Lamiales"
"Acianthera_verecunda" "Acianthera" "Orchidaceae" "Asparagales"
"Acianthus_exsertus" "Acianthus" "Orchidaceae" "Asparagales"
"Acicarpha_tribuloides" "Acicarpha" "Calyceraceae" "Asterales"
"Acidoton_nicaraguensis" "Acidoton" "Euphorbiaceae" "Malpighiales"
"Acinodendron_pohlianum" "Acinodendron" "Melastomataceae" "Myrtales"
"Acinodendron_quadrangulare" "Acinodendron" "Melastomataceae" "Myrtales"
"Acinodendron_rigidum" "Acinodendron" "Melastomataceae" "Myrtales"
"Acinos_alpinus" "Acinos" "Lamiaceae" "Lamiales"
"Acioa_edulis" "Acioa" "Chrysobalanaceae" "Malpighiales"
"Acioa_guianensis" "Acioa" "Chrysobalanaceae" "Malpighiales"
"Aciphylla_aurea" "Aciphylla" "Apiaceae" "Apiales"
"Aciphylla_glacialis" "Aciphylla" "Apiaceae" "Apiales"
"Aciphylla_glaucescens" "Aciphylla" "Apiaceae" "Apiales"
"Aciphylla_simplicifolia" "Aciphylla" "Apiaceae" "Apiales"
"Acmadenia_obtusata" "Acmadenia" "Rutaceae" "Sapindales"
"Acmadenia_teretifolia" "Acmadenia" "Rutaceae" "Sapindales"
"Acmadenia_trigona" "Acmadenia" "Rutaceae" "Sapindales"
"Acmanthera_latifolia" "Acmanthera" "Malpighiaceae" "Malpighiales"
"Acmella_repens" "Acmella" "Asteraceae" "Asterales"
"Acmella_uliginosa" "Acmella" "Asteraceae" "Asterales"
"Acmispon_americanus" "Acmispon" "Fabaceae" "Fabales"
"Acmispon_brachycarpus" "Acmispon" "Fabaceae" "Fabales"
"Acmispon_denticulatus" "Acmispon" "Fabaceae" "Fabales"
"Acmispon_maritimus" "Acmispon" "Fabaceae" "Fabales"
"Acmispon_parviflorus" "Acmispon" "Fabaceae" "Fabales"
"Acmispon_subpinnatus" "Acmispon" "Fabaceae" "Fabales"
"Acmispon_wrangelianus" "Acmispon" "Fabaceae" "Fabales"
"Acmopyle_pancheri" "Acmopyle" "Podocarpaceae" "Pinales"
"Acnistus_arborescens" "Acnistus" "Solanaceae" "Solanales"
"Acoelorrhaphe_wrightii" "Acoelorrhaphe" "Arecaceae" "Arecales"
"Acokanthera_oblongifolia" "Acokanthera" "Apocynaceae" "Gentianales"
"Acokanthera_oppositifolia" "Acokanthera" "Apocynaceae" "Gentianales"
"Acokanthera_rotundata" "Acokanthera" "Apocynaceae" "Gentianales"
"Acokanthera_schimperi" "Acokanthera" "Apocynaceae" "Gentianales"
"Acomis_acoma" "Acomis" "Asteraceae" "Asterales"
"Aconitum_alboviolaceum" "Aconitum" "Ranunculaceae" "Ranunculales"
"Aconitum_anthora" "Aconitum" "Ranunculaceae" "Ranunculales"
"Aconitum_burnatii" "Aconitum" "Ranunculaceae" "Ranunculales"
"Aconitum_chasmanthum" "Aconitum" "Ranunculaceae" "Ranunculales"
"Aconitum_columbianum" "Aconitum" "Ranunculaceae" "Ranunculales"
"Aconitum_delphinifolium" "Aconitum" "Ranunculaceae" "Ranunculales"
"Aconitum_gymnandrum" "Aconitum" "Ranunculaceae" "Ranunculales"
"Aconitum_heterophyllum" "Aconitum" "Ranunculaceae" "Ranunculales"
"Aconitum_kirinense" "Aconitum" "Ranunculaceae" "Ranunculales"
"Aconitum_leucostomum" "Aconitum" "Ranunculaceae" "Ranunculales"
"Aconitum_lycoctonum" "Aconitum" "Ranunculaceae" "Ranunculales"
"Aconitum_moldavicum" "Aconitum" "Ranunculaceae" "Ranunculales"
"Aconitum_napellus" "Aconitum" "Ranunculaceae" "Ranunculales"
"Aconitum_orientale" "Aconitum" "Ranunculaceae" "Ranunculales"
"Aconitum_paniculigerum" "Aconitum" "Ranunculaceae" "Ranunculales"
"Aconitum_pilipes" "Aconitum" "Ranunculaceae" "Ranunculales"
"Aconitum_raddeanum" "Aconitum" "Ranunculaceae" "Ranunculales"
"Aconitum_septentrionale" "Aconitum" "Ranunculaceae" "Ranunculales"
"Aconitum_soongaricum" "Aconitum" "Ranunculaceae" "Ranunculales"
"Aconitum_spathulatum" "Aconitum" "Ranunculaceae" "Ranunculales"
"Aconitum_variegatum" "Aconitum" "Ranunculaceae" "Ranunculales"
"Aconitum_villosum" "Aconitum" "Ranunculaceae" "Ranunculales"
