"la" "ln" "ph" "sla" "ssd" "sm"
"Acacia_pinguifolia" NA NA NA NA NA 11.4
"Acacia_platycarpa" 1500 NA NA NA NA 219.77
"Acacia_plectocarpa" NA NA NA NA NA 22
"Acacia_plicata" NA NA NA NA NA 7.88
"Acacia_podalyriifolia" NA NA NA NA 0.68 32.3
"Acacia_polyacantha" NA NA NA NA 1.21 71
"Acacia_polybotrya" NA NA NA NA NA 23.706
"Acacia_polystachya" NA NA NA NA NA 17.01
"Acacia_praecox" 11.325 31.64 5 9.44199957923428 0.7654 73
"Acacia_prainii" 80 NA NA NA NA 41.09
"Acacia_pravifolia" NA NA NA NA NA 11.86
"Acacia_pravissima" NA NA NA NA NA 8.26955
"Acacia_pringlei" NA NA NA NA NA 32.46
"Acacia_prominens" NA NA NA NA NA 15.5
"Acacia_pruinocarpa" 950 NA NA NA 0.9388685 33.28
"Acacia_pruinosa" NA NA NA NA NA 27.1
"Acacia_ptychoclada" NA NA NA NA NA 12.39
"Acacia_pubescens" NA NA NA NA 0.616925711 8.782
"Acacia_pubifolia" NA NA NA NA NA 9.98
"Acacia_pulchella" 5.96 NA NA NA NA 6.55
"Acacia_pusilla" NA NA NA NA NA 2.75
"Acacia_pustula" NA NA NA NA NA 17.97
"Acacia_pycnantha" 894.427191 NA 12 NA NA 18.155
"Acacia_pycnostachya" NA NA NA NA NA 13.75
"Acacia_pyrifolia" NA NA NA NA NA 42.61
"Acacia_quadrilateralis" NA NA NA NA NA 10.64
"Acacia_quadrimarginea" NA NA NA NA 0.922131 NA
"Acacia_quornensis" NA NA NA NA NA 17.4
"Acacia_racospermoides" NA NA NA NA NA 54.02
"Acacia_ramulosa" 175 NA NA NA 1.006509 78.518
"Acacia_repanda" NA NA NA NA NA 5.7
"Acacia_resinimarginea" NA NA NA NA 0.996177 2.86
"Acacia_retinodes" NA NA 10 NA NA 10.415
"Acacia_retivenea" NA NA NA NA NA 37.495
"Acacia_rhetinocarpa" NA NA NA NA NA 8.81
"Acacia_rhigiophylla" NA NA NA NA NA 4.26
"Acacia_rhodophloia" NA NA NA NA NA 3.19
"Acacia_rhodoxylon" NA NA NA NA 1.10208 NA
"Acacia_riceana" NA NA NA NA NA 9.16
"Acacia_richii" NA NA NA NA 0.7 NA
"Acacia_rigens" NA NA 3 2.48 NA 37.17
"Acacia_riparia" 3.131828912 38.8705437 NA 13.504 NA 127.12
"Acacia_robusta" 955.403055982593 28.0055001733334 6.62142857142857 8.925885445 0.7216559942 134.8674
"Acacia_roemeriana" NA NA NA NA NA 170.88
"Acacia_rossei" NA NA NA NA NA 35.93
"Acacia_rostellifera" NA 16.186364345 NA 6.682897621 NA 18.34
"Acacia_rothii" NA NA NA NA NA 219.48
"Acacia_rubida" NA NA NA NA NA 14.68
"Acacia_rugata" NA 30.7 NA NA NA NA
"Acacia_rupicola" NA NA NA NA NA 20.48
"Acacia_ruppii" NA NA NA NA NA 17.555
"Acacia_sakalava" NA NA NA NA NA 46.51
"Acacia_saliciformis" NA NA NA NA NA 23.27
"Acacia_salicina" 267 NA NA NA 0.581175 47.45
"Acacia_saligna" NA 36.9609614080556 NA 21.844437195 NA 15.6714102564103
"Acacia_schaffneri" NA NA NA NA NA 108
"Acacia_schinoides" NA NA NA NA NA 15.6
"Acacia_sclerophylla" NA NA NA NA NA 3.9
"Acacia_sclerosperma" NA NA NA NA 0.86 243.26
"Acacia_sekhukhuniensis" NA NA NA NA NA 45.32
"Acacia_semirigida" NA NA NA NA NA 27.8
"Acacia_senegal" 8.72855875 35.8357406013889 10 13.53817989925 NA 90.315
"Acacia_senegalensis" 1736.44465515 29.70000659 5 9.23224554633333 NA NA
"Acacia_serpentinicola" NA NA NA NA NA 7.45
"Acacia_sertiformis" NA NA NA NA NA 43.16
"Acacia_seyal" NA 24.68 NA NA NA 44.4985
"Acacia_shirleyi" NA NA NA NA 0.944915 13
"Acacia_sibilans" NA NA NA NA 0.97 NA
"Acacia_siculiformis" NA NA NA NA NA 9.2
"Acacia_sieberiana" NA 14.861129426 NA NA NA 250.708333333333
"Acacia_silvestris" NA NA NA NA NA 21.58
"Acacia_simsii" NA NA NA NA NA 48.78
"Acacia_spathulifolia" NA 10.61576179 NA NA NA NA
"Acacia_spectabilis" NA NA NA NA 0.76629 24.5
"Acacia_spilleriana" NA NA NA NA NA 27.01
"Acacia_spinescens" NA NA NA NA NA 5.6
"Acacia_splendens" NA NA NA NA NA 26.43
"Acacia_spondylophylla" 5 NA NA NA NA 12.64
"Acacia_sporadica" NA NA NA NA NA 17.61
"Acacia_squamata" NA NA NA NA NA 8.78
"Acacia_startii" NA NA NA NA NA 23.31
"Acacia_steedmanii" NA NA NA NA NA 9.76
"Acacia_stenophylla" 825 NA 10 2.57 0.76382 106.57
"Acacia_stipuligera" NA NA NA NA 0.81 10.24
"Acacia_stricta" NA NA 4.33333333333333 7.31 NA 5.71
"Acacia_strongylophylla" NA NA NA NA NA 18.15
"Acacia_suaveolens" 362.092529626667 19.87272824 1.56388888888889 7.43624909541667 NA 29.7
"Acacia_subangulata" NA NA NA NA NA 543.55
"Acacia_subcaerulea" NA NA NA NA NA 34.93
"Acacia_subporosa" NA NA NA NA NA 9.5
"Acacia_subracemosa" NA NA NA NA NA 3.91
"Acacia_subtessarogona" NA NA NA NA 1.096914 NA
"Acacia_subulata" NA NA NA NA NA 23.09
"Acacia_telmica" NA NA NA NA NA 24.53
"Acacia_tenuifolia" 4.33333333333333 NA NA NA NA NA
"Acacia_tenuissima" 70 NA NA NA NA 6.85
"Acacia_terminalis" 496.85 18.689705 NA NA NA 30.825
"Acacia_tetragonophylla" 17.5647288888889 39.757753975 3.33333333333333 7.56102279416667 0.9380595 13.9877333333333
"Acacia_tindaleae" 9.842 NA 1.5 5.348913043 NA 13.7
"Acacia_tortilis" 605.8208362 30.8260114542857 4.884375 18.0153634124167 0.933198412666667 56.7712
"Acacia_torulosa" NA NA NA NA NA 56.04
"Acacia_trachycarpa" NA NA NA NA NA 37.21
"Acacia_trachyphloia" NA NA NA NA NA 9.27
"Acacia_tratmaniana" NA NA NA NA NA 3.09
"Acacia_trinervata" NA NA NA NA 0.75768 14.72
"Acacia_trineura" 357.3946 NA 2 6.977637642 NA 6.9
"Acacia_triptera" 118.275125 NA NA NA NA 5.37
"Acacia_triquetra" NA NA NA NA NA 5.49
"Acacia_tropica" NA NA NA NA NA 8.64
"Acacia_truncata" NA NA NA NA NA 5.26
"Acacia_tumida" NA NA NA NA NA 50.5
"Acacia_ulicifolia" 19.44835 NA 1 16.28834951 NA 12.115
"Acacia_umbellata" NA NA NA NA NA 6.52
"Acacia_uncinata" 110.2026 NA 1.5 5.937640086 NA 62.5
"Acacia_undosa" NA NA NA NA NA 2.41
"Acacia_venulosa" NA NA NA NA NA 11.6
"Acacia_verniciflua" 374.1657387 26.1 NA NA NA 11.7
"Acacia_veronica" NA NA NA NA NA 25.85
"Acacia_verticillata" 6.72 NA NA NA NA 11.49
"Acacia_vestita" NA NA NA NA NA 25.8
"Acacia_victoriae" 133 NA 4 4.33 0.692244 40.2296666666667
"Acacia_viscidula" NA NA NA NA NA 6.3
"Acacia_vittata" NA NA NA NA NA 11.91
"Acacia_wattsiana" NA NA NA NA NA 14.27
"Acacia_whibleyana" NA NA NA NA NA 6.08
"Acacia_wilhelmiana" 20.0724111116667 19.486668833 1.87777777777778 5.7784341762 NA 5.9
"Acacia_wrightii" NA NA 3.048 NA NA 63.18
"Acacia_xiphophylla" NA NA NA NA 1.137381 71.23
"Acaciella_glauca" NA NA NA NA NA 7.69
"Acaena_alpina" NA NA NA NA NA 70.2
"Acaena_anserinifolia" 113.3 NA 0.166666666666667 24.45398604 NA 1.26
"Acaena_antarctica" 152.78 NA NA NA NA NA
"Acaena_argentea" NA NA NA NA NA 0.78
"Acaena_echinata" NA NA NA NA NA 8.29
"Acaena_fissistipula" NA NA NA NA NA 1.07
"Acaena_lucida" NA NA NA NA NA 2.41
"Acaena_magellanica" NA 25.8 NA NA NA 1.44
"Acaena_novae-zelandiae" NA NA 0.0866666666666667 NA NA 1.48625
"Acaena_ovalifolia" NA NA NA NA NA 0.89
"Acaena_pallida" NA NA NA NA NA 2.98
"Acaena_pinnatifida" NA NA NA NA NA 8.9
"Acaena_splendens" NA NA 3 NA NA NA
"Acaena_tenera" NA 25.2 NA NA NA NA
"Acalypha_australis" NA NA NA NA NA 0.99
"Acalypha_bipartita" 1570.033167 NA NA NA NA NA
"Acalypha_californica" NA NA 0.4 NA NA NA
"Acalypha_caturus" 12400 NA NA 13.2 0.3 NA
"Acalypha_ciliata" NA NA NA NA NA 0.87
"Acalypha_communis" 312.87 42.0044542 0.232744889 7.80633647654145 0.251107845 0.95
"Acalypha_cuneata" 11002.5 41.235590125 NA 23.22842722 NA NA
"Acalypha_diversifolia" 4498 24.15581882 14.48 NA NA NA
"Acalypha_fruticosa" 879.9013 NA NA NA NA NA
"Acalypha_glabrata" 657 28.38 NA 14.66171488 NA NA
"Acalypha_havanensis" NA NA NA NA NA 0.8
"Acalypha_indica" NA NA NA NA NA 0.61
"Acalypha_lanceolata" NA NA NA NA NA 0.59
"Acalypha_macrostachya" 10166.6666666667 41.79121755 12.77 NA NA NA
"Acalypha_mapirensis" 9500 NA NA NA NA NA
"Acalypha_monococca" NA NA 0.196 16.30083333 0.303766969952 6.945285714
"Acalypha_ornata" NA NA NA NA NA 1.08
"Acalypha_ostryifolia" NA 25.99 NA 28.03149606 NA 1.77
"Acalypha_peduncularis" NA NA NA NA NA 12.69
"Acalypha_phleoides" 18958.93333 36.80455923 NA 22.54922314 NA 0.8
"Acalypha_pubiflora" NA 36.802279615 NA NA NA NA
"Acalypha_skutchii" 9071.8 25.83 4 38.59519251 NA 4
"Acalypha_virginica" 1351.62 15.67 0.9144 28.01120448 0.221790868 0.672165333333334
"Acamptopappus_shockleyi" NA 24.8 NA NA NA 1.4
"Acamptopappus_sphaerocephalus" 148.420297081818 32.2 NA NA NA 1.31
"Acanthephippium_sylhetense" NA NA NA NA NA 7e-04
"Acanthocarpus_preissii" NA 14.59419632 NA NA NA 53.58
"Acanthocladus_scleroxylon" 2570.395783 NA 25 NA NA NA
"Acantholimon_diapensioides" 68 NA NA 6.841959718 NA NA
"Acantholimon_pterostegium" 13.92666667 NA NA 3.520321818 0.473444640474667 NA
"Acantholimon." NA NA NA NA NA NA
"Acantholippia_seriphioides" 6.118 NA NA NA NA 0.25
"Acantholippia_trifida" NA NA NA NA NA 0.32
"Acanthophyllum_glandulosum" 11.75215 NA NA 6.121394418 0.338364363965333 NA
"Acanthophyllum_mucronatum" NA NA 0.4 NA NA NA
"Acanthophyllum_pungens" 19.93 NA NA 6.334083333 0.388654460213333 NA
"Acanthoprasium_frutescens" NA NA 0.4 NA NA NA
"Acanthoprasium_integrifolium" NA NA 0.4 NA NA NA
"Acanthopsis_disperma" NA NA NA NA NA 29.35
"Acanthorrhinum_ramosissimum" NA NA 0.4 NA NA NA
"Acanthosicyos_horridus" NA NA NA NA NA 263.26
"Acanthosicyos_naudinianus" NA NA NA NA NA 105.97
"Acanthospermum_australe" NA NA NA NA NA 11.06
"Acanthospermum_hispidum" 11598.109 NA NA NA NA 7.41
"Acanthostyles_buniifolius" 931.8047 NA 0.4 NA NA NA
"Acanthosyris_annonagustata" 4116.941633 48.223897985 30 18.7348615 NA NA
"Acanthosyris_falcata" 675 NA NA NA 0.64543 NA
"Acanthosyris_glabrata" NA NA NA NA 0.6 NA
"Acanthus_hirsutus" NA NA NA NA NA 179.2
"Acanthus_leucostachyus" 6333.333333 20.533 NA 15.57377049 0.420748261144 NA
"Acanthus_mollis" NA NA NA NA NA 208
"Acanthus_pubescens" NA NA NA NA NA 45.18
"Acaulimalva_purdiaei" NA 18.3 NA NA NA NA
"Acca_sellowiana" NA NA 12.903 10.69 0.75 1.74
"Acer_acuminatum" NA NA NA NA NA 44.86
"Acer_amplum" NA 19.6 NA NA NA NA
"Acer_argutum" NA NA NA NA NA 18.8
"Acer_barbinerve" 2464.75 15.29 NA 22.6667 NA 57.24
"Acer_buergerianum" 693.533333333333 23.803859735 22.5 19.6549936275 0.62 11
"Acer_caesium" NA NA NA NA 0.49938 157.2
"Acer_campbellii" 5024.082836 22.42279291 NA 23.04625154 0.49938 454.55
"Acer_campestre" 2935.15032727273 20.2033333523333 13.5435823934837 18.2251401839731 0.585676279166667 53.164108561086
"Acer_capillipes" NA NA 11.6666666666667 NA NA NA
"Acer_cappadocicum" NA NA 27.5 NA NA 115.6
"Acer_carpinifolium" NA NA NA NA NA 16
"Acer_caudatifolium" NA NA NA NA NA 19.57
"Acer_caudatum" 4498.145 24.1038095238095 20 36.3494714285714 NA 13.735
"Acer_circinatum" 3800 NA 9.9104 61.7 NA 82.4275008214286
"Acer_cissifolium" NA NA NA NA NA 24.7
"Acer_cordatum" 1150.4 13.686858975 6 16.62317516 NA NA
"Acer_coriaceifolium" 2700.6 14.06176871 25 18.0050881 0.352330104636444 NA
"Acer_coriaceum" NA NA NA NA NA 20
"Acer_crataegifolium" NA NA NA NA NA 18.39
"Acer_davidii" NA 22.4125 13.125 NA 0.457914 26
"Acer_diabolicum" NA NA NA NA NA 39.06
"Acer_distylum" NA NA 15.6 NA NA 41.84
"Acer_erianthum" NA NA NA 22.086466165 NA NA
"Acer_fabri" NA 15.6 NA NA NA NA
"Acer_garrettii" 6075 NA NA NA NA NA
"Acer_glabrum" 3254.960872 NA 10.1510083333334 25.804058435 0.54 37.6048107
"Acer_granatense" 3275 32.7 12.5 NA NA 39.38
"Acer_griseum" NA NA 14 NA NA NA
"Acer_heldreichii" NA NA 13.5 NA NA 156
"Acer_henryi" NA NA 10 NA NA 19.38
"Acer_hyrcanum" NA NA 6 NA NA 35
"Acer_japonicum" NA 24.2 8.25 NA NA 50.6
"Acer_laevigatum" 3136 NA NA NA NA 42
"Acer_laurinum" NA 19.1 1.24 19.30501931 0.577809625 NA
"Acer_macrophyllum" 18214.78073 26.4 20.46908 29.548 0.47 135.77970237037
"Acer_mandshuricum" 5185.18333333333 21.4961667583333 20 27.250125 0.58548 NA
"Acer_maximowiczianum" NA NA NA NA NA 262
"Acer_micranthum" NA NA NA NA NA 20.28
"Acer_miyabei" NA NA NA NA NA 38
"Acer_monspessulanum" 865.4725 20.1015733333333 8.97383838383838 14.2620069689286 0.614812685 40.4075
"Acer_negundo" 3600.09388174883 26.0375 15.5306264285715 25.5583750493438 0.462 26.0133746990741
"Acer_oblongum" NA 25.5 NA NA 0.6027 9.44
"Acer_obtusifolium" NA NA 10 NA NA 46.99
"Acer_oliverianum" 2738.84 14 NA 23.92626889 NA NA
"Acer_opalus" 4125.8348 25.205 9.665 18.9821318510477 0.3222238125664 72.6718518518519
"Acer_opalus_subsp._obtusatum" NA NA NA NA NA NA
"Acer_palmatum" 1935.7007 20.98 10.5416666666667 23.8950190050877 NA 35.7907743737374
"Acer_pectinatum" NA NA NA NA NA 12.9
"Acer_pensylvanicum" 13064.3847300952 24.7666500992063 9.60992228767796 26.6297197522935 0.44 39.0909491830952
"Acer_pictum" 12491.807 18.3884695132596 10.781935483871 25.4217814799167 0.635 27.4
"Acer_pilosum" NA NA 5 NA NA NA
"Acer_platanoides" 6215.11962716667 23.2521031757143 22.8641276803119 23.5495801341345 0.5338827965 94.1405945555556
"Acer_pseudoplatanus" 7193.14594207519 25.4475421482765 24.7125730471079 19.667364821583 0.47079495625 59.464500375
"Acer_pseudosieboldianum" 3052.77 19.0211111111111 NA 28.2121 NA NA
"Acer_pubipalmatum" NA 17.6 NA NA 0.275358506666667 NA
"Acer_pycnanthum" NA NA NA NA NA 13.93
"Acer_rubrum" 5436.47617358173 16.8636056703333 18.2527200678733 17.4562038947567 0.515112242836364 21.9294528328571
"Acer_rufinerve" NA 15.2 19.54 NA NA 26.46
"Acer_saccharinum" 2266.5 23.66667 33.1334256410256 25.4057423225 0.66 175.095680333333
"Acer_saccharum" 5907.91823904866 16.8309794466615 18.0319433652313 19.446965056723 0.763074074074074 70.7013882527778
"Acer_sempervirens" NA NA 10 NA NA 8
"Acer_sieboldianum" NA NA 10.2888888888889 NA NA 65.6
"Acer_spicatum" 7900.413225 24.9 14.0344333333333 33.87757535 0.44 20.1847810945714
"Acer_sterculiaceum" NA NA 10 NA 0.35301 98
"Acer_tataricum" 1820.33333333333 21.2458944502084 7.34377777777778 22.2680523470833 0.365393291609333 33.2614490833333
"Acer_tataricum_subsp._ginnala" NA NA NA NA NA NA
"Acer_tegmentosum" 7802.18055555556 21.0310431954167 16.25 30.1643949466667 NA 35
"Acer_triflorum" 5126.35 NA NA NA NA NA
"Acer_truncatum" NA 25.1 11 15.188470065 0.59 87
"Acer_tschonoskii" 2645 15.105 NA 32.251325 NA 16.61
"Acer_velutinum" NA NA 30 NA NA 125
"Acer_zoeschense" NA NA NA NA NA 61
"Aceratium_concinnum" NA NA NA NA 0.61992 NA
"Aceratium_doggrellii" NA NA NA NA 0.52521 NA
"Aceratium_megalospermum" NA NA NA NA 0.538125 NA
"Aceratium_sericeum" NA NA NA NA 0.42 NA
"Aceratium_sericoleopsis" NA NA NA NA NA 930
"Achatocarpus_praecox" 675 NA NA NA NA NA
"Achillea_aegyptiaca" NA NA NA NA NA 0.1
"Achillea_ageratifolia" NA NA NA NA NA 0.27
"Achillea_ageratum" NA NA 0.5 NA NA 0.06
"Achillea_alpina" NA NA NA NA NA 0.23
"Achillea_arabica" 340.1555556 NA NA 2.776177778 0.612491777544 0.13
"Achillea_aspleniifolia" 185.79 NA NA 10.432 0.27504992 0.1
"Achillea_atrata" NA NA 0.113333333333333 NA NA NA
"Achillea_biserrata" NA NA 0.2 NA NA NA
"Achillea_chamaemelifolia" NA NA NA NA NA 0.3
"Achillea_clavennae" NA NA 0.13 NA NA 0.39
"Achillea_clypeolata" NA NA NA NA NA 0.1
"Achillea_collina" 1112.95 NA 0.573333333333333 19.338 0.181647749333333 0.146666666666667
"Achillea_erba-rotta" NA NA 0.133333333333333 22.22 NA 0.28
"Achillea_falcata" NA NA NA NA NA 0.3
"Achillea_filipendulina" NA NA 0.4 NA NA 0.1
"Achillea_fragrantissima" NA NA NA NA NA 0.59
"Achillea_leptophylla" 22.201 18.46562307 0.038 5.39313810765 0.229659260991467 0.0805
"Achillea_ligustica" NA NA 0.8 NA NA NA
"Achillea_maritima" 75.1 NA 0.1816 12.7 0.161651333333333 NA
"Achillea_millefolium" 678.419554043892 25.516643097338 0.362552032699295 13.5372515484204 0.213178018377247 0.188042205128205
"Achillea_nobilis" NA NA 0.375 NA NA 0.073
"Achillea_oxyloba" NA NA 0.1175 NA NA NA
"Achillea_ptarmica" 217.5 56.1416604918182 0.670833333333333 25.208350622 0.171628835996848 0.233
"Achillea_ptarmicoides" NA NA 0.8 NA NA NA
"Achillea_roseo-alba" NA NA 0.432857142857143 NA NA NA
"Achillea_santolinoides" NA NA NA NA NA 0.18
"Achillea_seidlii" 664.999 NA 0.425 8.091 0.287765794666667 0.145
"Achillea_tenuifolia" NA NA NA NA NA 0.2
"Achillea_tomentosa" NA NA 0.26 NA NA NA
"Achillea_virescens" NA NA 0.3 NA NA NA
"Achlys_triphylla" NA NA NA NA NA 6.3175
"Achnophora_tatei" NA NA NA NA NA 0.22
"Achyrachaena_mollis" NA 22.2 NA NA 0.146839725282667 4.45
"Achyranthes_aspera" NA NA 0.4 NA NA 3.4404
"Achyranthes_bidentata" NA NA NA NA NA NA
"Achyrocline_satureioides" 745.0578 NA NA NA NA NA
"Achyrospermum_cryptanthum" NA NA NA NA NA 1.09
"Achyrospermum_laterale" NA NA NA NA NA 0.74
"Achyrospermum_schimperi" NA NA NA NA NA 1
"Acianthera_verecunda" NA 11.1666666666667 NA 15.7489162888571 0.0969536065527619 NA
"Acianthus_exsertus" 800 NA NA NA NA NA
"Acicarpha_tribuloides" NA NA NA NA NA 6.1
"Acidoton_nicaraguensis" 4258.016667 28.39126625 NA 33.75121137 NA NA
"Acinodendron_pohlianum" 14231.4291666667 11.2333333333333 NA 6.13343239808333 0.53 NA
"Acinodendron_quadrangulare" 3019 NA NA NA NA NA
"Acinodendron_rigidum" 3019 NA NA NA NA NA
"Acinos_alpinus" 78.3869 17.5175 0.120125 14.938206101 0.265345698 1.6
"Acioa_edulis" NA NA NA NA 0.82 NA
"Acioa_guianensis" NA NA NA NA 0.86 NA
"Aciphylla_aurea" 11586.19167 6.983832222 NA 2.037981607 0.308668612464 5.2
"Aciphylla_glacialis" NA NA NA NA NA 4.17
"Aciphylla_glaucescens" NA NA NA NA NA 9.29
"Aciphylla_simplicifolia" NA NA NA NA NA 4.29
"Acmadenia_obtusata" 5.256666667 NA 0.3 3.49708754 NA NA
"Acmadenia_teretifolia" NA NA 2 NA NA NA
"Acmadenia_trigona" NA NA 0.7 NA NA NA
"Acmanthera_latifolia" NA NA NA NA 0.69 NA
"Acmella_repens" NA NA 0.21336 NA NA 0.18
"Acmella_uliginosa" NA NA NA NA NA 0.1
"Acmispon_americanus" NA NA NA NA NA 4.8
"Acmispon_brachycarpus" NA 20.9 NA NA 0.178335398989333 2.61
"Acmispon_denticulatus" NA NA NA NA NA 6.05
"Acmispon_maritimus" NA NA NA NA NA NA
"Acmispon_parviflorus" NA NA NA NA NA 2.29
"Acmispon_subpinnatus" NA NA NA NA NA 2.34
"Acmispon_wrangelianus" NA 30.9 NA NA 0.169627848410667 1.787
"Acmopyle_pancheri" NA NA 1 NA 0.596737687 NA
"Acnistus_arborescens" NA NA NA NA NA 0.535
"Acoelorrhaphe_wrightii" NA NA 7.9248 NA NA NA
"Acokanthera_oblongifolia" NA NA 3 NA NA 1
"Acokanthera_oppositifolia" NA NA NA NA 0.78351 125.38
"Acokanthera_rotundata" NA NA NA NA NA 154.91
"Acokanthera_schimperi" NA NA NA NA NA 94
"Acomis_acoma" NA NA NA NA NA 0.48
"Aconitum_alboviolaceum" NA NA 1.5 NA NA NA
"Aconitum_anthora" 1364.09 NA 0.625 39.784 0.171336746666667 NA
"Aconitum_burnatii" NA NA 0.8 NA NA NA
"Aconitum_chasmanthum" NA NA NA NA NA 1.8
"Aconitum_columbianum" NA NA 1.524 NA NA 1.901375
"Aconitum_delphinifolium" NA 30.72 0.4 24.95321273 NA NA
"Aconitum_gymnandrum" NA 31.585 NA NA NA NA
"Aconitum_heterophyllum" NA NA NA NA NA 0.91
"Aconitum_kirinense" 850.25 NA 0.3 42.30030804 0.183808271890667 NA
"Aconitum_leucostomum" NA NA NA NA NA 3.4
"Aconitum_lycoctonum" NA NA NA NA NA 3.25825
"Aconitum_moldavicum" 12706.5875 NA NA 35.01125 0.159438237037037 NA
"Aconitum_napellus" 6387.135 NA 0.847339285714286 20.089 0.177460946432 3.61205
"Aconitum_orientale" NA NA 0.8 NA NA NA
"Aconitum_paniculigerum" 6751 NA NA NA NA NA
"Aconitum_pilipes" NA NA NA NA NA 1.783
"Aconitum_raddeanum" NA NA 0.8 NA NA NA
"Aconitum_septentrionale" 55788.34 42 NA NA 0.140746541048889 NA
"Aconitum_soongaricum" NA NA NA NA NA 1.99
"Aconitum_spathulatum" NA NA NA NA NA 0.96
"Aconitum_variegatum" NA NA 0.9375 NA NA NA
"Aconitum_villosum" NA NA NA NA NA 3.5
"Aconitum_violaceum" NA NA NA NA NA 0.57
"Aconitum_volubile" 850.25 NA 0.6 31.90428054 0.178363710413333 NA
"Aconitum_vulparia" 10568.5433333333 NA 0.746739130434783 29.2575 0.163902513761533 4.04
"Aconogonon_davisiae" NA NA 0.39624 NA NA 3.623188
"Aconogonon_pamiricum" 127 NA NA 8.598452279 NA NA
"Acorus_calamus" 13497.1857142857 18 1.16236 27.598824069 0.195529113626413 3.7937
"Acosmium_cardenasii" 413.13 NA NA NA 0.8006 NA
"Acosmium_dasycarpum" NA 24.4368421052632 NA NA 0.7 NA
"Acosmium_nitens" 3000 NA NA NA 0.80328 118
"Acosmium_panamense" NA 36.6983416 NA 12.59844765 0.78665448 NA
"Acosmium_praeclarum" NA NA NA NA 0.68019 NA
"Acourtia_dugesii" NA NA NA NA NA 1.79
"Acourtia_humboldtii" NA NA NA NA NA 2.25
"Acourtia_microcephala" NA NA NA NA NA NA
"Acourtia_nana" NA 18.76667 NA NA NA NA
"Acourtia_thurberi" NA NA NA NA NA 0.25
"Acrachne_racemosa" NA NA NA NA NA 0.19
"Acradenia_euodiiformis" 2491.666667 NA NA NA 0.770595 NA
"Acradenia_frankliniae" NA NA NA NA 0.627667333 NA
"Acridocarpus_excelsus" NA NA NA NA NA 27.62
"Acridocarpus_natalitius" NA NA NA NA NA 122
"Acrocarpus_fraxinifolius" NA NA NA NA 0.5677515 30.2025
"Acroceras_amplectens" NA NA NA NA NA 4.08
"Acronychia_acidula" 14301.94 NA NA NA 0.55104 NA
"Acronychia_acronychioides" NA NA NA NA 0.538125 NA
"Acronychia_baeuerlenii" 1700 NA NA NA NA NA
"Acronychia_crassipetala" NA NA NA NA NA 4
"Acronychia_goniocarpa" NA NA NA NA 0.51 NA
"Acronychia_imperforata" 1775 NA NA NA NA NA
"Acronychia_laevis" NA NA NA NA 0.5371453335 12.953
"Acronychia_oblongifolia" 40 NA NA NA NA NA
"Acronychia_octandra" NA NA NA NA 0.55104 NA
"Acronychia_parviflora" NA NA NA NA NA 2
"Acronychia_pedunculata" 4868.375 24.1584821428571 5 12.385044726 0.458703333333333 132
"Acronychia_porteri" NA NA NA NA 0.52 NA
"Acronychia_pubescens" 4354.166667 NA NA NA NA NA
"Acronychia_pullei" NA NA NA NA 0.65 NA
"Acronychia_suberosa" 877.5 NA NA NA NA NA
"Acronychia_tetrandra" NA NA NA NA NA NA
"Acronychia_trifoliolata" NA NA NA NA 0.55 NA
"Acronychia_vestita" NA NA NA NA 0.537519777666667 660
"Acronychia_wilcoxiana" 5366.666667 NA NA NA 0.55104 NA
"Acrostichum_danaeifolium" NA 28.6833333333333 NA NA NA NA
"Acrostichum_sinense" NA NA NA NA 0.2002948 NA
"Acrothamnus_colensoi" 9.95724 NA 0.3 10.45323796 NA NA
"Acrotome_fleckii" NA NA NA NA NA 0.31
"Acrotome_inflata" NA NA NA NA NA 1.53
"Acrotriche_affinis" NA NA NA NA NA 6.84
"Acrotriche_aggregata" 63 NA NA NA NA 33.37
"Acrotriche_cordata" NA NA NA NA NA 7.99
"Acrotriche_depressa" NA NA NA NA NA 12.79
"Acrotriche_divaricata" NA NA NA NA NA 7.34
"Acrotriche_fasciculiflora" NA NA NA NA NA 0.75
"Acrotriche_patula" NA NA NA NA NA 13.38
"Acrotriche_rigida" 13.3582 NA 0.4 7.01215488666667 NA NA
"Acsmithia_pulleana" NA NA NA NA NA NA
"Actaea_pachypoda" NA NA NA NA NA 9.75
"Actaea_racemosa" NA NA NA NA NA 2.8
"Actaea_rubra" NA NA NA NA NA 7.41
"Actaea_spicata" 15425.4197619048 23.00282667 0.472982142857143 40.6354772164286 0.191448497640929 6.41576753333333
"Actephila_excelsa" NA NA NA NA NA 230
"Actephila_lindleyi" 1841.666667 NA NA NA NA NA
"Actephila_mearsii" NA NA NA NA NA 780
"Actinidia_arguta" 6738.5 32.05 20 NA NA 1.6
"Actinidia_callosa" 3570 NA NA NA NA NA
"Actinidia_chinensis" NA NA NA NA NA 1.2
"Actinidia_deliciosa" NA NA 3 NA NA NA
"Actinidia_eriantha" 5550.4 17.03830932 20 20.39125646 NA NA
"Actinidia_glaucocallosa" 3565.348252 21.677742 NA 13.30353825 0.252594945634667 NA
"Actinidia_kolomikta" NA NA 3 NA NA NA
"Actinidia_melanandra" NA NA 7 NA NA NA
"Actinidia_polygama" NA NA 5 NA NA NA
"Actinidia_rufa" 4550 NA NA NA NA NA
